# independent Kurganov-Tadmor reference, Nx=6400, t=0.1, CFL 0.4; source benchmarks/raw/report_inputs/bw_kt_6400.csv
x rho u By p
0.812578 0.116977 -0.240367 -0.902271 0.0875746
0.815078 0.117012 -0.239288 -0.90271 0.0876276
0.817578 0.116981 -0.24023 -0.902327 0.0875813
0.820078 0.116989 -0.239981 -0.902428 0.0875936
0.822578 0.117063 -0.237732 -0.903344 0.0877041
0.825078 0.117107 -0.236401 -0.903887 0.0877696
0.827578 0.117232 -0.232583 -0.905442 0.0879578
0.830078 0.116811 -0.245425 -0.900211 0.0873264
0.832578 0.117072 -0.237447 -0.903461 0.0877181
0.835078 0.11772 -0.217749 -0.911485 0.0886915
0.837578 0.118293 -0.200381 -0.918557 0.0895565
0.840078 0.118833 -0.184027 -0.925212 0.0903767
0.842578 0.119372 -0.167761 -0.93183 0.0911981
0.845078 0.119913 -0.151474 -0.938454 0.0920261
0.847578 0.120455 -0.135167 -0.945084 0.0928608
0.850078 0.120999 -0.118868 -0.95171 0.0937008
0.852578 0.121543 -0.1026 -0.958321 0.0945448
0.855078 0.122086 -0.0863813 -0.964912 0.0953919
0.857578 0.122628 -0.0702212 -0.971477 0.0962416
0.860078 0.12317 -0.0541288 -0.978014 0.0970934
0.862578 0.12371 -0.0381112 -0.98452 0.0979468
0.865078 0.124249 -0.0221741 -0.990994 0.0988015
0.867578 0.124785 -0.00633335 -0.997428 0.0996566
0.870078 0.125 0 -1 0.1
0.872578 0.125 0 -1 0.1
0.875078 0.125 0 -1 0.1
0.877578 0.125 0 -1 0.1
0.880078 0.125 0 -1 0.1
0.882578 0.125 0 -1 0.1
0.885078 0.125 0 -1 0.1
0.887578 0.125 0 -1 0.1
0.890078 0.125 0 -1 0.1
0.892578 0.125 0 -1 0.1
0.895078 0.125 0 -1 0.1
0.897578 0.125 0 -1 0.1
0.900078 0.125 0 -1 0.1
0.902578 0.125 0 -1 0.1
0.905078 0.125 0 -1 0.1
0.907578 0.125 0 -1 0.1
0.910078 0.125 0 -1 0.1
0.912578 0.125 0 -1 0.1
0.915078 0.125 0 -1 0.1
0.917578 0.125 0 -1 0.1
0.920078 0.125 0 -1 0.1
0.922578 0.125 0 -1 0.1
0.925078 0.125 0 -1 0.1
0.927578 0.125 0 -1 0.1
0.930078 0.125 0 -1 0.1
0.932578 0.125 0 -1 0.1
0.935078 0.125 0 -1 0.1
0.937578 0.125 0 -1 0.1
0.940078 0.125 0 -1 0.1
0.942578 0.125 0 -1 0.1
0.945078 0.125 0 -1 0.1
0.947578 0.125 0 -1 0.1
0.950078 0.125 0 -1 0.1
0.952578 0.125 0 -1 0.1
0.955078 0.125 0 -1 0.1
0.957578 0.125 0 -1 0.1
0.960078 0.125 0 -1 0.1
0.962578 0.125 0 -1 0.1
0.965078 0.125 0 -1 0.1
0.967578 0.125 0 -1 0.1
0.970078 0.125 0 -1 0.1
0.972578 0.125 0 -1 0.1
0.975078 0.125 0 -1 0.1
0.977578 0.125 0 -1 0.1
0.980078 0.125 0 -1 0.1
0.982578 0.125 0 -1 0.1
0.985078 0.125 0 -1 0.1
0.987578 0.125 0 -1 0.1
0.990078 0.125 0 -1 0.1
0.992578 0.125 0 -1 0.1
0.995078 0.125 0 -1 0.1
0.997578 0.125 0 -1 0.1
